loan_amnt,int_rate,term_months,grade,purpose,addr_state,issue_year,is_default,dti_bucket
15000,6.46,36.0,A,debt_consolidation,CA,2016,0,10-20
2500,20.89,36.0,D,other,NY,2014,0,0-10
6000,6.46,36.0,A,debt_consolidation,PA,2015,0,10-20
15000,8.81,36.0,A,debt_consolidation,TX,2017,0,30-40
4000,23.4,36.0,E,debt_consolidation,NJ,2017,0,20-30
20000,12.98,60.0,B,debt_consolidation,CA,2018,0,20-30
36425,11.8,60.0,B,debt_consolidation,MN,2018,0,20-30
11200,8.19,36.0,A,credit_card,UT,2018,0,20-30
5000,17.97,36.0,D,debt_consolidation,FL,2017,0,20-30
19000,7.02,36.0,A,debt_consolidation,VA,2014,0,20-30
40000,19.92,60.0,D,credit_card,CA,2017,0,30-40
5000,16.91,36.0,C,debt_consolidation,TN,2018,0,30-40
12000,8.19,36.0,A,credit_card,MN,2019,0,20-30
40000,6.46,36.0,A,debt_consolidation,CO,2019,0,10-20
8000,23.4,36.0,E,debt_consolidation,AL,2014,0,30-40
30000,16.14,36.0,C,credit_card,MI,2016,0,20-30
16000,20.89,60.0,D,credit_card,AR,2017,0,20-30
40000,11.31,36.0,B,debt_consolidation,NJ,2015,0,10-20
3000,8.81,36.0,A,home_improvement,SC,2016,0,20-30
25000,16.14,60.0,C,debt_consolidation,LA,2014,0,30-40
10000,7.56,36.0,A,home_improvement,OK,2015,0,10-20
5000,6.46,36.0,A,credit_card,GA,2014,0,0-10
6000,7.56,36.0,A,credit_card,FL,2019,0,10-20
10000,22.35,60.0,D,credit_card,IL,2019,0,20-30
15000,14.47,60.0,C,debt_consolidation,SC,2016,0,10-20
25000,11.8,36.0,B,credit_card,RI,2014,0,0-10
16000,11.8,36.0,B,major_purchase,IL,2016,0,10-20
20000,8.19,36.0,A,debt_consolidation,PA,2016,0,30-40
3200,10.33,36.0,B,debt_consolidation,CA,2015,0,20-30
15000,8.19,60.0,A,home_improvement,FL,2017,0,10-20
10000,12.98,60.0,B,credit_card,CA,2019,0,20-30
15000,14.47,60.0,C,debt_consolidation,TX,2019,0,40-50
10500,11.8,60.0,B,debt_consolidation,AZ,2019,0,30-40
30000,16.14,36.0,C,debt_consolidation,OH,2018,0,20-30
20000,10.33,36.0,B,debt_consolidation,NY,2014,0,20-30
5300,10.72,36.0,B,debt_consolidation,OH,2017,0,0-10
35000,24.37,36.0,E,debt_consolidation,TX,2017,0,20-30
13000,7.02,36.0,A,debt_consolidation,NV,2014,0,30-40
10500,7.56,36.0,A,credit_card,VA,2014,0,10-20
6000,6.46,36.0,A,credit_card,TX,2017,0,10-20
21600,7.56,36.0,A,debt_consolidation,TX,2018,0,10-20
36000,8.19,60.0,A,home_improvement,CA,2015,0,10-20
14000,12.98,36.0,B,debt_consolidation,IN,2016,0,10-20
5000,11.8,36.0,B,credit_card,WA,2014,0,0-10
7000,6.46,36.0,A,debt_consolidation,FL,2014,0,10-20
13000,14.47,36.0,C,credit_card,IL,2017,0,10-20
24000,16.91,36.0,C,credit_card,NM,2017,0,40-50
15000,15.02,36.0,C,home_improvement,VA,2018,0,10-20
30000,17.97,60.0,D,home_improvement,GA,2019,0,20-30
12000,8.81,36.0,A,credit_card,GA,2015,0,0-10
4800,13.56,36.0,C,debt_consolidation,NY,2016,0,20-30
6500,7.56,36.0,A,home_improvement,CA,2019,0,10-20
36000,11.8,60.0,B,credit_card,GA,2014,0,30-40
4800,10.72,36.0,B,credit_card,TX,2018,0,20-30
16000,13.56,60.0,C,other,NY,2019,0,20-30
14225,23.4,36.0,E,debt_consolidation,FL,2014,0,20-30
19375,13.56,36.0,C,major_purchase,FL,2014,0,10-20
1000,23.4,36.0,E,debt_consolidation,OH,2018,0,20-30
20000,16.91,60.0,C,debt_consolidation,CA,2016,0,20-30
3500,20.89,36.0,D,credit_card,AZ,2019,0,10-20
6000,19.92,36.0,D,credit_card,NC,2017,0,20-30
16000,23.4,36.0,E,credit_card,CA,2017,0,10-20
4000,16.91,36.0,C,debt_consolidation,AR,2015,0,0-10
3500,20.89,36.0,D,credit_card,AZ,2015,0,10-20
25000,27.27,36.0,E,house,NJ,2015,0,10-20
24000,8.19,36.0,A,debt_consolidation,TX,2014,0,10-20
17000,27.27,60.0,E,credit_card,GA,2014,0,10-20
12000,15.02,36.0,C,debt_consolidation,NC,2019,0,30-40
15000,8.81,36.0,A,debt_consolidation,NY,2014,0,0-10
7000,12.98,36.0,B,house,OH,2017,0,10-20
10000,7.56,36.0,A,debt_consolidation,MA,2017,0,10-20
25000,27.27,36.0,E,debt_consolidation,GA,2014,0,10-20
25000,11.8,60.0,B,credit_card,CA,2019,0,30-40
4000,18.94,36.0,D,major_purchase,CA,2017,0,20-30
29450,8.19,36.0,A,debt_consolidation,CA,2014,0,10-20
12000,8.81,36.0,A,debt_consolidation,TX,2014,0,10-20
16800,11.8,60.0,B,debt_consolidation,NJ,2018,0,10-20
15000,16.91,60.0,C,credit_card,KS,2017,0,20-30
15000,12.98,60.0,B,debt_consolidation,NY,2016,0,10-20
10000,7.56,36.0,A,credit_card,NV,2016,0,20-30
24000,13.56,60.0,C,debt_consolidation,OH,2014,0,10-20
26000,18.94,60.0,D,debt_consolidation,MI,2014,0,20-30
5600,6.46,36.0,A,debt_consolidation,FL,2017,0,20-30
8500,16.91,36.0,C,debt_consolidation,VA,2016,0,0-10
22400,8.81,36.0,A,debt_consolidation,MN,2015,0,20-30
35000,16.14,36.0,C,debt_consolidation,NY,2016,0,0-10
12000,12.98,36.0,B,debt_consolidation,OR,2017,0,20-30
21600,8.19,36.0,A,debt_consolidation,MN,2015,0,20-30
5000,14.47,36.0,C,credit_card,NY,2016,0,20-30
12700,11.8,60.0,B,debt_consolidation,IL,2015,0,20-30
6000,13.56,36.0,C,debt_consolidation,PA,2017,0,0-10
21000,15.02,60.0,C,debt_consolidation,NH,2014,0,20-30
5000,10.72,36.0,B,debt_consolidation,FL,2019,0,30-40
12000,16.14,36.0,C,debt_consolidation,OH,2017,0,20-30
15000,15.02,36.0,C,credit_card,GA,2015,0,10-20
20000,12.98,60.0,B,debt_consolidation,CA,2018,0,20-30
8000,6.46,36.0,A,debt_consolidation,NV,2019,0,0-10
12000,11.31,36.0,B,credit_card,GA,2014,0,10-20
22000,11.8,60.0,B,credit_card,IL,2015,0,30-40
25000,6.46,36.0,A,credit_card,NC,2014,0,10-20
3600,10.33,36.0,B,debt_consolidation,OH,2014,0,10-20
13000,7.02,36.0,A,debt_consolidation,NV,2018,0,30-40
11200,10.72,60.0,B,debt_consolidation,CT,2015,0,20-30
19200,10.33,60.0,B,credit_card,CO,2016,0,0-10
5000,12.98,36.0,B,debt_consolidation,NY,2018,0,0-10
5000,11.8,36.0,B,credit_card,HI,2017,0,10-20
8000,10.33,36.0,B,credit_card,PA,2018,0,10-20
35000,12.98,36.0,B,credit_card,TX,2014,0,20-30
24000,8.19,36.0,A,debt_consolidation,TX,2019,0,10-20
10000,23.4,36.0,E,debt_consolidation,MO,2014,0,10-20
40000,14.47,60.0,C,debt_consolidation,GA,2018,0,10-20
10000,11.8,36.0,B,credit_card,CA,2017,0,20-30
35000,15.02,36.0,C,debt_consolidation,TX,2016,0,20-30
14000,6.46,36.0,A,credit_card,CA,2019,0,10-20
6000,8.19,36.0,A,debt_consolidation,NC,2019,0,20-30
35000,7.02,36.0,A,debt_consolidation,MA,2014,0,0-10
25000,12.98,36.0,B,debt_consolidation,RI,2019,0,20-30
12000,11.8,36.0,B,debt_consolidation,NY,2015,0,20-30
1000,10.33,36.0,B,medical,VA,2018,0,30-40
21000,12.98,60.0,B,debt_consolidation,CA,2018,0,10-20
20000,8.81,36.0,A,debt_consolidation,NY,2017,0,10-20
10000,22.35,60.0,D,credit_card,IL,2019,0,20-30
5000,15.02,36.0,C,other,MI,2018,0,30-40
22000,7.56,36.0,A,credit_card,GA,2017,0,20-30
40000,12.98,36.0,B,small_business,CT,2015,0,10-20
1950,13.56,36.0,C,credit_card,OK,2016,0,0-10
12950,7.56,36.0,A,debt_consolidation,AZ,2019,0,10-20
5000,13.56,36.0,C,debt_consolidation,NY,2015,0,0-10
18000,10.72,60.0,B,debt_consolidation,CA,2019,0,40-50
20000,10.33,60.0,B,major_purchase,NJ,2015,0,10-20
5000,17.97,36.0,D,debt_consolidation,MI,2017,0,10-20
37000,6.46,36.0,A,debt_consolidation,OR,2017,0,0-10
20000,6.46,36.0,A,credit_card,CA,2015,0,20-30
30000,16.14,36.0,C,debt_consolidation,OH,2016,0,30-40
6000,6.46,36.0,A,debt_consolidation,PA,2014,0,10-20
4000,17.97,36.0,D,vacation,NY,2016,0,0-10
15000,8.81,36.0,A,credit_card,CA,2019,0,20-30
28000,22.35,60.0,D,debt_consolidation,NM,2014,0,40-50
5000,8.81,36.0,A,debt_consolidation,FL,2019,0,10-20
7500,16.14,36.0,C,home_improvement,NC,2018,0,10-20
12000,13.56,60.0,C,debt_consolidation,PA,2018,0,10-20
2000,20.89,36.0,D,other,PA,2015,0,10-20
21600,10.72,60.0,B,debt_consolidation,WI,2019,0,10-20
12000,16.14,36.0,C,credit_card,AZ,2015,0,20-30
16000,6.46,36.0,A,credit_card,TX,2017,0,0-10
20000,13.56,36.0,C,debt_consolidation,TX,2014,0,10-20
15000,8.19,60.0,A,debt_consolidation,TX,2019,0,20-30
16000,12.98,36.0,B,credit_card,UT,2018,0,20-30
3500,14.47,36.0,C,credit_card,AZ,2014,0,10-20
6500,10.72,36.0,B,debt_consolidation,CA,2017,0,20-30
35000,8.19,36.0,A,credit_card,NJ,2015,0,0-10
18400,13.56,36.0,C,credit_card,FL,2016,0,10-20
9000,6.46,36.0,A,debt_consolidation,CT,2017,0,30-40
30000,10.33,60.0,B,debt_consolidation,NC,2019,0,0-10
15450,11.8,36.0,B,credit_card,MD,2015,0,20-30
15000,10.72,60.0,B,credit_card,PA,2014,0,30-40
4800,10.33,36.0,B,debt_consolidation,NC,2016,0,10-20
20000,8.19,60.0,A,credit_card,CA,2019,0,20-30
26000,16.91,60.0,C,debt_consolidation,NY,2018,0,20-30
16000,6.46,36.0,A,credit_card,NY,2014,0,0-10
15000,11.8,60.0,B,credit_card,TX,2014,0,10-20
3000,11.31,36.0,B,credit_card,TN,2018,0,10-20
30000,20.89,60.0,D,debt_consolidation,CA,2018,0,0-10
12000,6.46,36.0,A,debt_consolidation,NJ,2017,0,30-40
18000,7.56,36.0,A,debt_consolidation,FL,2014,0,0-10
6025,19.92,36.0,D,debt_consolidation,MA,2015,0,10-20
20000,12.98,36.0,B,debt_consolidation,IL,2019,0,20-30
15000,11.31,36.0,B,home_improvement,MS,2014,0,10-20
20000,12.98,60.0,B,debt_consolidation,CA,2015,0,20-30
6000,6.46,36.0,A,credit_card,CA,2016,0,0-10
10000,14.47,36.0,C,credit_card,TX,2018,0,30-40
1000,23.4,36.0,E,debt_consolidation,MN,2018,0,10-20
11000,10.33,60.0,B,debt_consolidation,OH,2017,0,10-20
15000,14.47,36.0,C,debt_consolidation,MO,2016,0,10-20
7800,7.02,36.0,A,debt_consolidation,WV,2016,0,0-10
5000,11.31,36.0,B,debt_consolidation,NC,2014,0,0-10
3000,17.97,36.0,D,other,TX,2015,0,0-10
7000,11.31,36.0,B,debt_consolidation,TX,2015,0,10-20
15500,7.02,36.0,A,debt_consolidation,NY,2014,0,0-10
25000,11.8,60.0,B,credit_card,CA,2018,0,30-40
28000,8.81,60.0,A,debt_consolidation,WI,2016,0,10-20
10000,11.8,36.0,B,credit_card,CA,2017,0,20-30
16375,22.35,60.0,D,debt_consolidation,LA,2015,0,40-50
9000,12.98,36.0,B,credit_card,NV,2017,0,10-20
8000,8.81,36.0,A,debt_consolidation,NC,2014,0,10-20
13500,6.46,36.0,A,credit_card,CA,2018,0,10-20
5000,14.47,36.0,C,debt_consolidation,FL,2018,0,0-10
16000,13.56,36.0,C,home_improvement,NY,2015,0,20-30
10500,11.8,60.0,B,debt_consolidation,AZ,2015,0,30-40
10000,8.81,36.0,A,credit_card,CA,2018,0,10-20
8000,18.94,36.0,D,home_improvement,TX,2015,0,30-40
8000,8.19,36.0,A,debt_consolidation,FL,2015,0,0-10
9600,7.02,36.0,A,home_improvement,KY,2016,0,0-10
12000,8.19,36.0,A,debt_consolidation,TX,2019,0,10-20
18000,7.02,36.0,A,home_improvement,NC,2016,0,10-20
28000,8.81,60.0,A,debt_consolidation,WI,2015,0,10-20
10000,11.8,60.0,B,debt_consolidation,MD,2017,0,10-20
20000,11.31,36.0,B,debt_consolidation,FL,2016,0,10-20
8000,11.8,36.0,B,debt_consolidation,VA,2017,0,20-30
20000,11.8,60.0,B,credit_card,SC,2016,0,30-40
16375,22.35,60.0,D,debt_consolidation,LA,2017,0,40-50
35000,8.19,36.0,A,credit_card,NJ,2016,0,0-10
10000,23.4,60.0,E,debt_consolidation,CA,2016,0,10-20
8000,8.19,36.0,A,debt_consolidation,FL,2016,0,0-10
5000,14.47,36.0,C,debt_consolidation,FL,2016,0,0-10
20000,13.56,36.0,C,debt_consolidation,TX,2019,0,10-20
24000,12.98,60.0,B,debt_consolidation,OH,2015,0,20-30
2000,16.91,36.0,C,debt_consolidation,PA,2018,0,20-30
20000,10.72,60.0,B,credit_card,FL,2018,0,20-30
8000,10.72,36.0,B,car,CO,2017,0,10-20
18000,7.56,36.0,A,debt_consolidation,FL,2015,0,0-10
20000,17.97,60.0,D,debt_consolidation,WA,2016,0,20-30
4000,16.14,36.0,C,medical,NM,2019,0,20-30
4000,7.02,36.0,A,home_improvement,NY,2015,0,10-20
15000,8.19,60.0,A,home_improvement,FL,2017,0,10-20
25000,16.91,36.0,C,debt_consolidation,KS,2018,0,10-20
4400,12.98,36.0,B,credit_card,TX,2017,0,10-20
20000,10.72,36.0,B,debt_consolidation,FL,2014,0,10-20
10000,16.14,36.0,C,debt_consolidation,GA,2017,0,20-30
35000,16.14,36.0,C,debt_consolidation,NY,2015,0,0-10
30000,14.47,60.0,C,debt_consolidation,CA,2019,0,10-20
30000,16.14,36.0,C,small_business,CA,2016,0,0-10
20500,10.72,36.0,B,debt_consolidation,CA,2016,0,10-20
6200,6.46,36.0,A,credit_card,DE,2019,0,0-10
13000,12.98,60.0,B,debt_consolidation,NY,2016,0,20-30
20000,6.46,36.0,A,debt_consolidation,FL,2015,0,20-30
40000,15.02,60.0,C,debt_consolidation,MD,2019,0,20-30
8400,11.31,36.0,B,debt_consolidation,MI,2017,0,0-10
3500,20.89,36.0,D,car,NJ,2017,0,0-10
3500,14.47,36.0,C,credit_card,AZ,2014,0,10-20
15500,7.02,36.0,A,debt_consolidation,GA,2016,0,20-30
13000,6.46,36.0,A,credit_card,CA,2016,0,10-20
40000,11.8,36.0,B,debt_consolidation,CA,2015,0,0-10
12000,12.98,60.0,B,debt_consolidation,CA,2017,0,20-30
40000,6.46,36.0,A,credit_card,MN,2015,0,0-10
11000,7.02,36.0,A,credit_card,IL,2016,0,10-20
15600,11.8,60.0,B,home_improvement,CO,2018,0,10-20
14400,16.14,36.0,C,debt_consolidation,IL,2018,0,20-30
10000,10.72,36.0,B,other,OR,2015,0,10-20
1250,23.4,36.0,E,other,IN,2015,0,0-10
10000,19.92,60.0,D,debt_consolidation,MO,2014,0,20-30
6500,10.72,36.0,B,debt_consolidation,CA,2016,0,20-30
7000,7.02,36.0,A,debt_consolidation,MI,2014,0,20-30
5000,7.56,36.0,A,credit_card,TX,2014,0,10-20
15000,8.19,60.0,A,debt_consolidation,NY,2019,0,20-30
35000,7.02,36.0,A,debt_consolidation,MA,2019,0,0-10
3000,10.33,36.0,B,credit_card,MI,2017,0,10-20
25000,10.33,60.0,B,debt_consolidation,NV,2018,0,20-30
25000,14.47,60.0,C,credit_card,NY,2016,0,20-30
36000,11.8,60.0,B,credit_card,GA,2017,0,30-40
25000,18.94,60.0,D,debt_consolidation,FL,2019,0,0-10
8000,8.19,36.0,A,debt_consolidation,MD,2014,0,10-20
4800,10.33,36.0,B,debt_consolidation,NC,2016,0,10-20
4500,12.98,36.0,B,house,PA,2014,0,20-30
20000,25.34,36.0,E,debt_consolidation,OK,2018,0,20-30
20000,14.47,36.0,C,debt_consolidation,NE,2018,0,30-40
24000,10.33,36.0,B,debt_consolidation,IL,2018,0,10-20
7200,23.4,36.0,E,debt_consolidation,NY,2017,0,20-30
28000,6.46,36.0,A,credit_card,NY,2016,0,10-20
20000,11.31,36.0,B,debt_consolidation,NC,2014,0,10-20
15000,14.47,60.0,C,debt_consolidation,SC,2018,0,10-20
25000,17.97,60.0,D,debt_consolidation,AL,2019,0,10-20
18000,7.56,36.0,A,debt_consolidation,FL,2019,0,0-10
35000,11.31,36.0,B,major_purchase,MI,2016,0,0-10
4000,17.97,36.0,D,vacation,NY,2015,0,0-10
6000,7.02,36.0,A,debt_consolidation,FL,2017,0,0-10
25000,16.91,60.0,C,debt_consolidation,CA,2014,0,10-20
10000,19.92,60.0,D,debt_consolidation,MO,2014,0,20-30
10000,7.56,36.0,A,credit_card,NV,2018,0,20-30
40000,10.33,60.0,B,debt_consolidation,NC,2019,0,0-10
12000,16.14,36.0,C,debt_consolidation,OH,2016,0,20-30
16000,14.47,36.0,C,other,CA,2017,0,10-20
25000,15.02,60.0,C,debt_consolidation,WA,2017,0,30-40
11000,7.02,36.0,A,credit_card,IL,2014,0,10-20
12000,13.56,60.0,C,credit_card,CA,2015,0,10-20
10000,7.02,36.0,A,credit_card,FL,2015,0,20-30
10000,11.31,36.0,B,credit_card,NV,2019,0,10-20
20000,20.89,60.0,D,debt_consolidation,MS,2016,0,20-30
40000,10.72,36.0,B,debt_consolidation,NJ,2018,0,20-30
6000,13.56,36.0,C,credit_card,IN,2015,0,30-40
15000,6.46,36.0,A,credit_card,UT,2019,0,10-20
20000,15.02,60.0,C,debt_consolidation,NJ,2019,0,30-40
6500,8.19,36.0,A,debt_consolidation,VA,2016,0,20-30
15000,8.19,36.0,A,debt_consolidation,AZ,2015,0,20-30
16000,7.02,36.0,A,debt_consolidation,NY,2019,0,30-40
8000,12.98,36.0,B,debt_consolidation,FL,2018,0,30-40
5000,22.35,36.0,D,debt_consolidation,FL,2017,0,20-30
15000,13.56,60.0,C,debt_consolidation,NC,2015,0,10-20
35000,22.35,60.0,D,debt_consolidation,VA,2017,0,20-30
10000,14.47,36.0,C,credit_card,UT,2016,0,0-10
10400,12.98,36.0,B,credit_card,CO,2018,0,20-30
13000,23.4,36.0,E,other,PA,2018,0,30-40
11000,16.14,36.0,C,major_purchase,KY,2016,0,10-20
35000,19.92,60.0,D,debt_consolidation,GA,2014,0,50+
20000,25.34,36.0,E,debt_consolidation,OK,2017,0,20-30
9000,11.8,36.0,B,debt_consolidation,CA,2019,0,0-10
30000,6.46,36.0,A,debt_consolidation,FL,2015,0,20-30
16000,7.02,36.0,A,debt_consolidation,VT,2019,0,20-30
7000,11.31,36.0,B,debt_consolidation,TX,2016,0,10-20
16000,7.02,36.0,A,debt_consolidation,NY,2018,0,30-40
14000,16.14,36.0,C,other,GA,2018,0,20-30
10000,16.14,36.0,C,debt_consolidation,NJ,2015,0,10-20
5000,8.81,36.0,A,credit_card,WI,2014,0,10-20
20300,10.33,60.0,B,other,WA,2019,0,20-30
14400,14.47,60.0,C,debt_consolidation,CA,2018,0,10-20
5000,8.81,36.0,A,debt_consolidation,MO,2017,0,0-10
5000,7.02,36.0,A,home_improvement,IN,2015,0,10-20
12000,7.02,36.0,A,home_improvement,KS,2014,0,30-40
16000,6.46,36.0,A,credit_card,TX,2015,0,10-20
7400,26.31,36.0,E,debt_consolidation,NC,2017,0,20-30
11000,11.8,60.0,B,debt_consolidation,CO,2018,0,10-20
6000,8.19,36.0,A,debt_consolidation,NC,2015,0,20-30
18000,8.81,36.0,A,debt_consolidation,NY,2015,0,10-20
5000,8.81,36.0,A,debt_consolidation,FL,2015,0,10-20
4000,16.14,36.0,C,medical,NM,2019,0,20-30
12000,13.56,36.0,C,debt_consolidation,FL,2017,0,20-30
30000,16.14,36.0,C,debt_consolidation,OH,2019,0,20-30
3000,8.19,36.0,A,debt_consolidation,NY,2014,0,0-10
40000,16.14,60.0,C,credit_card,OH,2016,0,50+
15000,16.91,60.0,C,credit_card,KS,2016,0,20-30
8000,8.81,36.0,A,debt_consolidation,NC,2016,0,10-20
12000,14.47,36.0,C,debt_consolidation,MD,2016,0,30-40
25000,17.97,60.0,D,debt_consolidation,OR,2014,0,40-50
8500,16.14,36.0,C,home_improvement,TX,2014,0,10-20
6500,6.46,36.0,A,credit_card,OH,2018,0,10-20
7000,11.8,36.0,B,debt_consolidation,MO,2016,0,10-20
27975,14.47,36.0,C,credit_card,NY,2014,0,10-20
36000,17.97,60.0,D,debt_consolidation,MA,2016,0,30-40
20000,11.8,60.0,B,credit_card,AZ,2019,0,30-40
15000,8.19,60.0,A,debt_consolidation,GA,2016,0,10-20
15000,17.97,60.0,D,credit_card,MA,2019,0,10-20
4000,17.97,36.0,D,vacation,NY,2014,0,0-10
14000,7.02,36.0,A,home_improvement,OR,2014,0,0-10
30000,18.94,60.0,D,debt_consolidation,LA,2017,0,20-30
20000,16.14,60.0,C,debt_consolidation,WI,2018,0,40-50
30000,16.91,36.0,C,credit_card,VA,2019,0,20-30
5600,11.31,36.0,B,debt_consolidation,CT,2016,0,30-40
3500,20.89,36.0,D,credit_card,AZ,2015,0,10-20
20000,16.14,60.0,C,debt_consolidation,WI,2017,0,40-50
12000,6.46,36.0,A,debt_consolidation,WA,2015,0,10-20
8000,8.81,36.0,A,debt_consolidation,AZ,2015,0,10-20
15000,16.91,60.0,C,credit_card,KS,2014,0,20-30
16000,7.02,36.0,A,debt_consolidation,VT,2018,0,20-30
10000,11.31,36.0,B,credit_card,PA,2017,0,10-20
40000,11.31,36.0,B,debt_consolidation,NJ,2014,0,10-20
4600,7.02,36.0,A,debt_consolidation,IL,2017,0,10-20
5000,8.81,36.0,A,debt_consolidation,CA,2019,0,20-30
5000,10.72,36.0,B,credit_card,CA,2018,0,10-20
30000,16.14,36.0,C,debt_consolidation,OH,2016,0,30-40
4000,16.91,36.0,C,home_improvement,IL,2014,0,20-30
30000,11.31,36.0,B,major_purchase,OH,2017,0,0-10
4000,18.94,36.0,D,debt_consolidation,WA,2017,0,10-20
40000,12.98,60.0,B,credit_card,ND,2019,0,20-30
6500,8.81,36.0,A,credit_card,MA,2017,0,10-20
11000,8.19,36.0,A,credit_card,IN,2018,0,0-10
5550,15.02,36.0,C,credit_card,IN,2017,0,30-40
4500,11.8,36.0,B,other,NC,2017,0,20-30
5000,11.8,36.0,B,other,NY,2015,0,30-40
24000,16.91,36.0,C,credit_card,NM,2016,0,40-50
10000,23.4,36.0,E,debt_consolidation,KY,2015,0,10-20
16000,6.46,36.0,A,credit_card,TX,2016,0,10-20
5500,6.46,36.0,A,credit_card,CT,2019,0,0-10
4000,7.02,36.0,A,other,MI,2016,0,10-20
16000,14.47,36.0,C,other,CA,2016,0,10-20
12000,8.19,36.0,A,credit_card,MN,2019,0,20-30
10000,11.31,36.0,B,credit_card,PA,2014,0,10-20
4500,27.27,36.0,E,debt_consolidation,NY,2015,0,0-10
5000,11.8,36.0,B,credit_card,WA,2016,0,0-10
40000,10.72,60.0,B,small_business,MO,2016,0,10-20
10400,12.98,36.0,B,credit_card,CO,2016,0,20-30
5000,7.56,36.0,A,credit_card,MI,2018,0,10-20
24000,19.92,60.0,D,other,TX,2016,0,30-40
32000,14.47,60.0,C,home_improvement,PA,2016,0,20-30
30000,17.97,36.0,D,credit_card,GA,2016,0,20-30
23000,20.89,60.0,D,debt_consolidation,KS,2019,0,0-10
10000,10.72,36.0,B,credit_card,PA,2019,0,10-20
12000,24.37,60.0,E,credit_card,CT,2015,0,10-20
19200,10.33,60.0,B,credit_card,CO,2014,0,0-10
11000,16.14,60.0,C,debt_consolidation,NY,2014,0,10-20
25000,10.33,60.0,B,credit_card,CA,2016,0,20-30
15000,8.81,36.0,A,credit_card,IN,2017,0,0-10
16000,12.98,36.0,B,credit_card,UT,2014,0,20-30
6000,10.33,36.0,B,home_improvement,CT,2017,0,10-20
33000,16.14,60.0,C,debt_consolidation,MO,2016,0,10-20
30000,16.91,36.0,C,credit_card,VA,2019,0,20-30
5000,11.8,36.0,B,credit_card,HI,2017,0,10-20
7000,12.98,36.0,B,credit_card,OH,2016,0,20-30
15000,12.98,60.0,B,debt_consolidation,NE,2017,0,20-30
22000,14.47,36.0,C,credit_card,NY,2014,0,20-30
5000,10.72,36.0,B,debt_consolidation,FL,2016,0,30-40
4000,18.94,36.0,D,debt_consolidation,WA,2015,0,10-20
12500,14.47,36.0,C,debt_consolidation,GA,2015,0,0-10
22000,8.19,36.0,A,debt_consolidation,AL,2016,0,20-30
18500,12.98,60.0,B,credit_card,MN,2017,0,20-30
10000,12.98,60.0,B,credit_card,CA,2017,0,20-30
3000,8.19,36.0,A,home_improvement,CA,2019,0,20-30
10000,11.31,36.0,B,debt_consolidation,CA,2015,0,0-10
2400,7.56,36.0,A,credit_card,FL,2018,0,10-20
23000,8.19,60.0,A,credit_card,CA,2017,0,10-20
20000,16.14,60.0,C,debt_consolidation,WI,2019,0,40-50
8000,10.72,36.0,B,car,CO,2019,0,10-20
10000,11.31,36.0,B,major_purchase,MA,2018,0,0-10
6000,16.14,36.0,C,other,MD,2016,0,0-10
9000,7.56,36.0,A,debt_consolidation,CA,2017,0,20-30
7500,16.14,36.0,C,home_improvement,NC,2017,0,10-20
5000,11.8,36.0,B,credit_card,HI,2018,0,10-20
24825,23.4,36.0,E,debt_consolidation,NC,2015,0,30-40
10000,13.56,36.0,C,home_improvement,NY,2019,0,10-20
15000,15.02,36.0,C,credit_card,GA,2018,0,10-20
11000,10.33,36.0,B,credit_card,MD,2014,0,20-30
10000,7.56,36.0,A,credit_card,NV,2015,0,20-30
3000,13.56,36.0,C,debt_consolidation,NC,2015,0,0-10
7075,23.4,36.0,E,debt_consolidation,MO,2017,0,30-40
10000,7.56,36.0,A,credit_card,NV,2015,0,20-30
3500,18.94,36.0,D,small_business,NV,2015,0,10-20
11000,7.02,36.0,A,credit_card,IL,2015,0,10-20
1000,23.4,36.0,E,debt_consolidation,MN,2014,0,10-20
16000,7.02,36.0,A,credit_card,PA,2016,0,20-30
20000,11.31,60.0,B,debt_consolidation,MI,2015,0,20-30
3000,15.02,36.0,C,home_improvement,NY,2017,0,20-30
3000,17.97,36.0,D,credit_card,TX,2015,0,30-40
1000,23.4,36.0,E,debt_consolidation,MN,2015,0,10-20
1300,7.56,36.0,A,credit_card,FL,2019,0,0-10
20000,16.91,60.0,C,debt_consolidation,LA,2018,0,20-30
7800,14.47,36.0,C,debt_consolidation,TX,2015,0,10-20
40000,11.8,60.0,B,debt_consolidation,TX,2014,0,10-20
30000,20.89,60.0,D,debt_consolidation,CA,2019,0,0-10
6600,8.19,36.0,A,debt_consolidation,OR,2018,0,0-10
4000,6.46,36.0,A,debt_consolidation,CO,2016,0,10-20
7000,6.46,36.0,A,credit_card,OH,2018,0,20-30
18000,16.14,36.0,C,debt_consolidation,CA,2015,0,20-30
19200,10.33,60.0,B,credit_card,CO,2016,0,0-10
12000,12.98,36.0,B,credit_card,AL,2016,0,20-30
10000,7.56,36.0,A,debt_consolidation,VA,2018,0,0-10
6000,7.56,36.0,A,credit_card,FL,2015,0,10-20
12500,19.92,60.0,D,credit_card,MI,2016,0,0-10
40000,13.56,60.0,C,debt_consolidation,TX,2019,0,20-30
4000,16.91,36.0,C,debt_consolidation,AR,2015,0,0-10
7200,23.4,36.0,E,debt_consolidation,NY,2014,0,20-30
20000,12.98,36.0,B,home_improvement,AL,2018,0,10-20
5000,23.4,36.0,E,debt_consolidation,NY,2019,0,10-20
10000,13.56,36.0,C,credit_card,CA,2016,0,10-20
